experiment_name,mode,branch,family,backbone,model_name,pretrained,loss,scheduler,label_smoothing,mixup_alpha,cutmix_alpha,feature_attention,class_weighting,expert_classes,epochs,batch_size,image_size,lr,weight_decay,min_lr,seed,train_size,valid_size,test_size,best_epoch_main,best_epoch_expert,valid_acc,valid_macro_f1,test_acc,test_macro_f1,test_weighted_f1,test_expert_invocations,test_expert_changed,test_expert_corrected,test_expert_hurt,elapsed_seconds
expert_pair_lc_sq_v3.1_pretrained_focal_ls_cosine_mixup_b3,expert,expert_pair_lc_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0.2,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,270,36,141,5,,91.67%,0.9161,95.04%,0.9460,0.9502,,,,,124.324
expert_pair_lc_sq_v3.1_pretrained_focal_ls_cosine_mixup_b4,expert,expert_pair_lc_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0.2,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,270,36,141,8,,94.44%,0.9437,94.33%,0.9362,0.9421,,,,,163.3805
cascade_v3.1_pretrained_focal_ls_cosine_mixup,cascade,cascade_tumor3,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b0,efficientnet_b0,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,18,22,84.72%,0.8620,73.97%,0.7539,0.7301,14,7,7,0,9.1031
cascade_v3.1_pretrained_focal_ls_cosine_mixup_b1,cascade,cascade_tumor3,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,15,24,88.89%,0.9006,86.35%,0.8773,0.8612,26,12,5,5,12.5139
cascade_v3.1_pretrained_focal_ls_cosine_mixup_b2,cascade,cascade_tumor3,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,4,20,87.50%,0.8844,90.48%,0.9028,0.9043,29,13,9,2,13.7286
cascade_v3.1_pretrained_focal_ls_cosine_mixup_b3,cascade,cascade_tumor3,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,21,15,93.06%,0.9364,90.16%,0.9054,0.9041,13,5,4,1,14.5916
cascade_v3.1_pretrained_focal_ls_cosine_mixup_b4,cascade,cascade_tumor3,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,16,12,87.50%,0.8771,89.84%,0.8985,0.9004,19,5,4,0,20.2212
cascade_pair_ad_lc_v3.1_pretrained_focal_ls_cosine_mixup,cascade,cascade_pair_ad_lc,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b0,efficientnet_b0,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,224,,,,,613,72,315,18,6,87.50%,0.8842,72.06%,0.7353,0.7116,1,1,1,0,11.1892
cascade_pair_ad_lc_v3.1_pretrained_focal_ls_cosine_mixup_b1,cascade,cascade_pair_ad_lc,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,240,,,,,613,72,315,15,20,88.89%,0.8993,86.67%,0.8834,0.8643,4,3,2,1,12.4347
cascade_pair_ad_lc_v3.1_pretrained_focal_ls_cosine_mixup_b2,cascade,cascade_pair_ad_lc,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,256,,,,,613,72,315,4,11,87.50%,0.8844,88.57%,0.8891,0.8856,3,1,1,0,12.7279
cascade_pair_ad_lc_v3.1_pretrained_focal_ls_cosine_mixup_b3,cascade,cascade_pair_ad_lc,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,288,,,,,613,72,315,21,8,94.44%,0.9476,89.52%,0.8980,0.8986,8,3,2,1,14.627
cascade_pair_ad_lc_v3.1_pretrained_focal_ls_cosine_mixup_b4,cascade,cascade_pair_ad_lc,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,320,,,,,613,72,315,16,8,87.50%,0.8766,89.21%,0.8930,0.8940,7,2,2,0,20.1286
cascade_pair_ad_sq_v3.1_pretrained_focal_ls_cosine_mixup,cascade,cascade_pair_ad_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b0,efficientnet_b0,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,18,20,87.50%,0.8845,71.75%,0.7320,0.7078,5,2,1,1,11.3189
cascade_pair_ad_sq_v3.1_pretrained_focal_ls_cosine_mixup_b1,cascade,cascade_pair_ad_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,15,13,88.89%,0.8993,86.98%,0.8846,0.8681,16,6,4,2,12.6311
cascade_pair_ad_sq_v3.1_pretrained_focal_ls_cosine_mixup_b2,cascade,cascade_pair_ad_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,4,5,87.50%,0.8844,89.52%,0.8956,0.8949,25,10,7,3,13.3822
cascade_pair_ad_sq_v3.1_pretrained_focal_ls_cosine_mixup_b3,cascade,cascade_pair_ad_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,21,9,94.44%,0.9476,88.89%,0.8926,0.8923,3,1,0,1,14.3832
cascade_pair_ad_sq_v3.1_pretrained_focal_ls_cosine_mixup_b4,cascade,cascade_pair_ad_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,16,8,90.28%,0.9009,89.21%,0.8923,0.8948,9,4,3,1,20.2684
cascade_pair_lc_sq_v3.1_pretrained_focal_ls_cosine_mixup,cascade,cascade_pair_lc_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b0,efficientnet_b0,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,18,21,86.11%,0.8718,73.33%,0.7487,0.7214,8,5,5,0,11.0198
cascade_pair_lc_sq_v3.1_pretrained_focal_ls_cosine_mixup_b1,cascade,cascade_pair_lc_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b1,efficientnet_b1,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,15,8,88.89%,0.9006,85.71%,0.8718,0.8555,6,3,0,2,11.0196
cascade_pair_lc_sq_v3.1_pretrained_focal_ls_cosine_mixup_b2,cascade,cascade_pair_lc_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b2,efficientnet_b2,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,4,15,87.50%,0.8844,88.25%,0.8857,0.8824,1,0,0,0,12.505
cascade_pair_lc_sq_v3.1_pretrained_focal_ls_cosine_mixup_b3,cascade,cascade_pair_lc_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b3,efficientnet_b3,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,21,5,94.44%,0.9476,89.52%,0.8985,0.8986,2,1,1,0,14.3356
cascade_pair_lc_sq_v3.1_pretrained_focal_ls_cosine_mixup_b4,cascade,cascade_pair_lc_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b4,efficientnet_b4,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,16,8,88.89%,0.8883,88.57%,0.8876,0.8876,3,1,0,0,19.6069
v3.2_pretrained_focal_ls_cosine_cutmix,single,single,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0.5,none,none,,25,16,224,0.0003,0.0001,0,42,613,72,315,19,,91.67%,0.9213,73.97%,0.7546,0.7299,,,,,188.5085
v3.2_pretrained_focal_ls_cosine_cutmix_b1,single,single,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,613,72,315,22,,95.83%,0.9598,90.16%,0.9073,0.9017,,,,,165.6541
v3.2_pretrained_focal_ls_cosine_cutmix_b2,single,single,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,613,72,315,18,,91.67%,0.9227,93.65%,0.9433,0.9361,,,,,198.2306
v3.2_pretrained_focal_ls_cosine_cutmix_b3,single,single,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,613,72,315,4,,93.06%,0.9356,80.00%,0.8196,0.7905,,,,,222.3358
v3.2_pretrained_focal_ls_cosine_cutmix_b4,single,single,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,613,72,315,15,,87.50%,0.8791,94.29%,0.9415,0.9433,,,,,296.3046
expert_tumor3_v3.2_pretrained_focal_ls_cosine_cutmix,expert,expert_tumor3,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,465,59,261,12,,84.75%,0.8459,60.54%,0.6065,0.6176,,,,,111.8359
expert_tumor3_v3.2_pretrained_focal_ls_cosine_cutmix_b1,expert,expert_tumor3,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,465,59,261,25,,91.53%,0.9152,90.04%,0.9012,0.9004,,,,,126.5107
expert_tumor3_v3.2_pretrained_focal_ls_cosine_cutmix_b2,expert,expert_tumor3,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,465,59,261,10,,89.83%,0.9001,69.73%,0.7055,0.6730,,,,,152.7749
expert_tumor3_v3.2_pretrained_focal_ls_cosine_cutmix_b3,expert,expert_tumor3,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,465,59,261,22,,89.83%,0.8988,88.51%,0.8725,0.8891,,,,,172.2017
expert_tumor3_v3.2_pretrained_focal_ls_cosine_cutmix_b4,expert,expert_tumor3,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,465,59,261,12,,91.53%,0.9122,92.34%,0.9149,0.9242,,,,,226.4911
expert_pair_ad_lc_v3.2_pretrained_focal_ls_cosine_cutmix,expert,expert_pair_ad_lc,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,310,44,171,9,,88.64%,0.8834,84.21%,0.7950,0.8346,,,,,111.9103
expert_pair_ad_lc_v3.2_pretrained_focal_ls_cosine_cutmix_b1,expert,expert_pair_ad_lc,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,310,44,171,21,,84.09%,0.8340,92.98%,0.9171,0.9302,,,,,100.7972
expert_pair_ad_lc_v3.2_pretrained_focal_ls_cosine_cutmix_b2,expert,expert_pair_ad_lc,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,310,44,171,5,,90.91%,0.9074,61.40%,0.6137,0.6183,,,,,121.8882
expert_pair_ad_lc_v3.2_pretrained_focal_ls_cosine_cutmix_b3,expert,expert_pair_ad_lc,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,310,44,171,18,,84.09%,0.8340,80.12%,0.7864,0.8091,,,,,134.8804
expert_pair_ad_lc_v3.2_pretrained_focal_ls_cosine_cutmix_b4,expert,expert_pair_ad_lc,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,310,44,171,4,,79.55%,0.7865,87.13%,0.8445,0.8706,,,,,168.9021
expert_pair_ad_sq_v3.2_pretrained_focal_ls_cosine_cutmix,expert,expert_pair_ad_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,350,38,210,8,,92.11%,0.9197,70.95%,0.7060,0.7014,,,,,116.646
expert_pair_ad_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b1,expert,expert_pair_ad_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,350,38,210,21,,97.37%,0.9728,88.10%,0.8802,0.8816,,,,,106.381
expert_pair_ad_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b2,expert,expert_pair_ad_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,350,38,210,6,,100.00%,1.0000,82.86%,0.8207,0.8261,,,,,127.4743
expert_pair_ad_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b3,expert,expert_pair_ad_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,350,38,210,19,,100.00%,1.0000,91.43%,0.9133,0.9146,,,,,142.6242
expert_pair_ad_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b4,expert,expert_pair_ad_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0.5,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,350,38,210,10,,100.00%,1.0000,92.38%,0.9215,0.9234,,,,,183.3777
expert_pair_lc_sq_v3.2_pretrained_focal_ls_cosine_cutmix,expert,expert_pair_lc_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0.5,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,270,36,141,23,,88.89%,0.8885,80.85%,0.7662,0.7937,,,,,87.0036
expert_pair_lc_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b1,expert,expert_pair_lc_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0.5,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,270,36,141,12,,91.67%,0.9161,95.04%,0.9444,0.9495,,,,,92.2218
expert_pair_lc_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b2,expert,expert_pair_lc_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0.5,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,270,36,141,8,,91.67%,0.9161,87.94%,0.8764,0.8818,,,,,110.5707
expert_pair_lc_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b3,expert,expert_pair_lc_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0.5,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,270,36,141,25,,91.67%,0.9161,98.58%,0.9848,0.9859,,,,,123.7555
expert_pair_lc_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b4,expert,expert_pair_lc_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0.5,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,270,36,141,4,,86.11%,0.8584,82.27%,0.8143,0.8252,,,,,158.1875
cascade_v3.2_pretrained_focal_ls_cosine_cutmix,cascade,cascade_tumor3,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b0,efficientnet_b0,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,19,12,87.50%,0.8841,76.19%,0.7739,0.7551,24,18,10,3,9.2327
cascade_v3.2_pretrained_focal_ls_cosine_cutmix_b1,cascade,cascade_tumor3,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,22,25,94.44%,0.9476,91.75%,0.9204,0.9177,12,6,5,0,10.9638
cascade_v3.2_pretrained_focal_ls_cosine_cutmix_b2,cascade,cascade_tumor3,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,18,10,91.67%,0.9227,93.97%,0.9457,0.9393,6,1,1,0,12.8016
cascade_v3.2_pretrained_focal_ls_cosine_cutmix_b3,cascade,cascade_tumor3,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,4,22,94.44%,0.9485,85.71%,0.8684,0.8540,53,21,19,1,15.8137
cascade_v3.2_pretrained_focal_ls_cosine_cutmix_b4,cascade,cascade_tumor3,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,15,12,88.89%,0.8917,93.97%,0.9383,0.9403,15,7,3,4,19.8148
cascade_pair_ad_lc_v3.2_pretrained_focal_ls_cosine_cutmix,cascade,cascade_pair_ad_lc,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b0,efficientnet_b0,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,224,,,,,613,72,315,19,9,90.28%,0.9088,74.29%,0.7580,0.7337,1,1,1,0,11.2588
cascade_pair_ad_lc_v3.2_pretrained_focal_ls_cosine_cutmix_b1,cascade,cascade_pair_ad_lc,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,240,,,,,613,72,315,22,21,94.44%,0.9476,90.79%,0.9137,0.9078,4,2,2,0,10.818
cascade_pair_ad_lc_v3.2_pretrained_focal_ls_cosine_cutmix_b2,cascade,cascade_pair_ad_lc,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,256,,,,,613,72,315,18,5,91.67%,0.9227,93.65%,0.9433,0.9361,0,0,0,0,12.6253
cascade_pair_ad_lc_v3.2_pretrained_focal_ls_cosine_cutmix_b3,cascade,cascade_pair_ad_lc,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,288,,,,,613,72,315,4,18,93.06%,0.9356,80.00%,0.8194,0.7919,13,4,2,2,14.7444
cascade_pair_ad_lc_v3.2_pretrained_focal_ls_cosine_cutmix_b4,cascade,cascade_pair_ad_lc,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,320,,,,,613,72,315,15,4,87.50%,0.8791,94.29%,0.9427,0.9432,3,1,0,0,17.7247
cascade_pair_ad_sq_v3.2_pretrained_focal_ls_cosine_cutmix,cascade,cascade_pair_ad_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b0,efficientnet_b0,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,19,8,91.67%,0.9225,75.24%,0.7654,0.7447,11,7,5,1,11.558
cascade_pair_ad_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b1,cascade,cascade_pair_ad_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,22,21,95.83%,0.9598,91.11%,0.9148,0.9115,7,3,3,0,11.004
cascade_pair_ad_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b2,cascade,cascade_pair_ad_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,18,6,91.67%,0.9227,94.29%,0.9481,0.9426,4,2,2,0,12.685
cascade_pair_ad_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b3,cascade,cascade_pair_ad_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,4,19,94.44%,0.9485,83.17%,0.8459,0.8266,36,15,12,2,15.3151
cascade_pair_ad_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b4,cascade,cascade_pair_ad_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,15,10,87.50%,0.8791,94.60%,0.9439,0.9465,8,1,1,0,19.2486
cascade_pair_lc_sq_v3.2_pretrained_focal_ls_cosine_cutmix,cascade,cascade_pair_lc_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b0,efficientnet_b0,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,19,23,90.28%,0.9079,73.97%,0.7559,0.7298,12,5,1,1,8.8875
cascade_pair_lc_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b1,cascade,cascade_pair_lc_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b1,efficientnet_b1,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,22,12,95.83%,0.9598,90.16%,0.9073,0.9017,1,0,0,0,10.7154
cascade_pair_lc_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b2,cascade,cascade_pair_lc_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b2,efficientnet_b2,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,18,8,91.67%,0.9227,93.65%,0.9423,0.9361,2,1,0,0,12.8382
cascade_pair_lc_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b3,cascade,cascade_pair_lc_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b3,efficientnet_b3,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,4,25,93.06%,0.9356,80.00%,0.8188,0.7905,4,3,1,1,14.2747
cascade_pair_lc_sq_v3.2_pretrained_focal_ls_cosine_cutmix_b4,cascade,cascade_pair_lc_sq,v3.2_pretrained_focal_ls_cosine_cutmix,efficientnet_b4,efficientnet_b4,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,15,4,87.50%,0.8791,94.29%,0.9423,0.9431,4,3,1,1,19.7452
v3.3_pretrained_focal_ls_cosine_se,single,single,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,se,none,,25,16,224,0.0003,0.0001,0,42,613,72,315,11,,93.06%,0.9372,77.14%,0.7884,0.7605,,,,,189.1469
v3.3_pretrained_focal_ls_cosine_se_b1,single,single,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,613,72,315,15,,88.89%,0.8925,92.70%,0.9317,0.9271,,,,,175.6266
v3.3_pretrained_focal_ls_cosine_se_b2,single,single,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,613,72,315,10,,88.89%,0.8977,85.08%,0.8617,0.8505,,,,,199.6941
v3.3_pretrained_focal_ls_cosine_se_b3,single,single,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,613,72,315,19,,87.50%,0.8805,92.06%,0.9247,0.9210,,,,,225.3364
v3.3_pretrained_focal_ls_cosine_se_b4,single,single,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,613,72,315,10,,84.72%,0.8545,88.57%,0.8909,0.8857,,,,,293.8501
